STATUS;VALID_ON;LOT_TYPE_FK;IDE_POSITION_REF;IDE_INTERNAL_PARTY_REF;IDE_CONTRACT_REF;TYP_DC_INDICATOR;CCY_ISO_CURRENCY;OCA_AMOUNT;RCA_AMOUNT;TYP_AMOUNT;DTE_VALUE;IDE_SCENARIO_FK;AUDIT_INFO
5;20231231;1;PRL_5162366;CTP_CKV;;1;EUR;12787.33;12787.33;1;31/12/2023;1;
5;20231231;1;PRL_5162367;CTP_CKV;;1;EUR;1963951.65;1963951.65;1;31/12/2023;1;
5;20231231;1;PRL_5162368;CTP_CKV;;1;EUR;87558.51;87558.51;1;31/12/2023;1;
5;20231231;1;PRL_5162369;CTP_CKV;;1;EUR;1518055.95;1518055.95;1;31/12/2023;1;
5;20231231;1;PRL_5162370;CTP_CKV;;1;EUR;106965.56;106965.56;1;31/12/2023;1;
5;20231231;1;PRL_5162371;CTP_CKV;;1;EUR;165070.06;165070.06;1;31/12/2023;1;
5;20231231;1;PRL_5162372;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_5162373;CTP_CKV;;1;EUR;9888.46;9888.46;1;31/12/2023;1;
5;20231231;1;PRL_5162374;CTP_CKV;;1;EUR;2423.89;2423.89;1;31/12/2023;1;
5;20231231;1;PRL_5162375;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_5162376;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_5162377;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_5162378;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_5162379;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_5162380;CTP_CKV;;1;EUR;651746.55;651746.55;1;31/12/2023;1;
5;20231231;1;PRL_5162381;CTP_CKV;;1;EUR;59844.64;59844.64;1;31/12/2023;1;
5;20231231;1;PRL_5162382;CTP_CKV;;1;EUR;130761.34;130761.34;1;31/12/2023;1;
5;20231231;1;PRL_5162383;CTP_CKV;;1;EUR;197745.45;197745.45;1;31/12/2023;1;
5;20231231;1;PRL_5162384;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_5162385;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_5162386;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_5162387;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_5162388;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_5162389;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_5162390;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_5162391;CTP_CKV;;1;EUR;210613.92;210613.92;1;31/12/2023;1;
5;20231231;1;PRL_5162392;CTP_CKV;;1;EUR;1613770.65;1613770.65;1;31/12/2023;1;
5;20231231;1;PRL_5162393;CTP_CKV;;1;EUR;1470015.72;1470015.72;1;31/12/2023;1;
5;20231231;1;PRL_5162394;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_5162395;CTP_CKV;;1;EUR;216825.58;216825.58;1;31/12/2023;1;
5;20231231;1;PRL_5162396;CTP_CKV;;1;EUR;216312.89;216312.89;1;31/12/2023;1;
5;20231231;1;PRL_5162397;CTP_CKV;;1;EUR;26433.79;26433.79;1;31/12/2023;1;
5;20231231;1;PRL_5162430;CTP_CKV;;1;EUR;292463.00;292463.00;1;31/12/2023;1;
5;20231231;1;PRL_5162440;CTP_CKV;;1;EUR;1710.86;1710.86;1;31/12/2023;1;
5;20231231;1;PRL_5171110;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_5171120;CTP_CKV;;1;EUR;1412291.38;1412291.38;1;31/12/2023;1;
5;20231231;1;PRL_5171200;CTP_CKV;;1;EUR;1672056.15;1672056.15;1;31/12/2023;1;
5;20231231;1;PRL_5171210;CTP_CKV;;1;EUR;85539.96;85539.96;1;31/12/2023;1;
5;20231231;1;PRL_5174300;CTP_CKV;;1;EUR;250000.00;250000.00;1;31/12/2023;1;
5;20231231;1;PRL_5181000;CTP_CKV;;1;EUR;543723.07;543723.07;1;31/12/2023;1;
5;20231231;1;PRL_5182000;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_5241010;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_5241020;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_5250000;CTP_CKV;;1;EUR;15845.08;15845.08;1;31/12/2023;1;
5;20231231;1;PRL_5251000;CTP_CKV;;1;EUR;0.26;0.26;1;31/12/2023;1;
5;20231231;1;PRL_5310000;CTP_CKV;;1;EUR;4728600.00;4728600.00;1;31/12/2023;1;
5;20231231;1;PRL_5311000;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_5312000;CTP_CKV;;1;EUR;1115.70;1115.70;1;31/12/2023;1;
5;20231231;1;PRL_5313000;CTP_CKV;;1;EUR;237000.00;237000.00;1;31/12/2023;1;
5;20231231;1;PRL_5314000;CTP_CKV;;1;EUR;22230.13;22230.13;1;31/12/2023;1;
5;20231231;1;PRL_5320000;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_5400000;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_5520000;CTP_CKV;;2;EUR;997770.00;997770.00;1;31/12/2023;1;
5;20231231;1;PRL_5600000;CTP_CKV;;2;EUR;13440332.22;13440332.22;1;31/12/2023;1;
