STATUS;VALID_ON;LOT_TYPE_FK;IDE_LIMIT_REF;CDE_C013;RCA_INCREASING_AMOUNT;TYP_CP_MOB_CD;TYP_COND_CREDIT;TYP_OWN_FUND_GUAR;PRD_PRODUCT;CDE_C022;AUDIT_INFO
5;20240331;1;LIM_507871;;;;2;;;;
5;20240331;1;LIM_507881;;;;2;;;;
5;20240331;1;LIM_507887;;;;2;;;;
5;20240331;1;LIM_507890;;;;2;;;;
5;20240331;1;LIM_507947;;;;2;;;;
5;20240331;1;LIM_507950;;;;2;;;;
5;20240331;1;LIM_507956;;;;2;;;;
5;20240331;1;LIM_507973;;;;2;;;;
5;20240331;1;LIM_507987;;;;2;;;;
5;20240331;1;LIM_508023;;;;2;;;;
5;20240331;1;LIM_508046;;;;2;;;;
5;20240331;1;LIM_508070;;;;2;;;;
5;20240331;1;LIM_508078;;;;2;;;;
5;20240331;1;LIM_508080;;;;2;;;;
5;20240331;1;LIM_508111;;;;2;;;;
5;20240331;1;LIM_508135;;;;2;;;;
5;20240331;1;LIM_508189;;;;2;;;;
5;20240331;1;LIM_508252;;;;2;;;;
5;20240331;1;LIM_508261;;;;2;;;;
5;20240331;1;LIM_508298;;;;2;;;;
5;20240331;1;LIM_508326;;;;2;;;;
5;20240331;1;LIM_508338;;;;2;;;;
5;20240331;1;LIM_508346;;;;2;;;;
5;20240331;1;LIM_508349;;;;2;;;;
5;20240331;1;LIM_508377;;;;2;;;;
5;20240331;1;LIM_508412;;;;2;;;;
5;20240331;1;LIM_508443;;;;2;;;;
5;20240331;1;LIM_508448;;;;2;;;;
5;20240331;1;LIM_508454;;;;2;;;;
5;20240331;1;LIM_508458;;;;2;;;;
5;20240331;1;LIM_508466;;;;2;;;;
5;20240331;1;LIM_508483;;;;2;;;;
5;20240331;1;LIM_508509;;;;2;;;;
5;20240331;1;LIM_508516;;;;2;;;;
5;20240331;1;LIM_508528;;;;2;;;;
5;20240331;1;LIM_508554;;;;2;;;;
5;20240331;1;LIM_508556;;;;2;;;;
5;20240331;1;LIM_508572;;;;2;;;;
5;20240331;1;LIM_508582;;;;2;;;;
5;20240331;1;LIM_508668;;;;2;;;;
5;20240331;1;LIM_508705;;;;2;;;;
5;20240331;1;LIM_508736;;;;2;;;;
5;20240331;1;LIM_508749;;;;2;;;;
5;20240331;1;LIM_508765;;;;2;;;;
5;20240331;1;LIM_508766;;;;2;;;;
5;20240331;1;LIM_508767;;;;2;;;;
5;20240331;1;LIM_508771;;;;2;;;;
5;20240331;1;LIM_508786;;;;2;;;;
5;20240331;1;LIM_508799;;;;2;;;;
5;20240331;1;LIM_508812;;;;2;;;;
5;20240331;1;LIM_508849;;;;2;;;;
5;20240331;1;LIM_508889;;;;2;;;;
5;20240331;1;LIM_508900;;;;2;;;;
5;20240331;1;LIM_508907;;;;2;;;;
5;20240331;1;LIM_508921;;;;2;;;;
5;20240331;1;LIM_508925;;;;2;;;;
5;20240331;1;LIM_508956;;;;2;;;;
5;20240331;1;LIM_508965;;;;2;;;;
5;20240331;1;LIM_508973;;;;2;;;;
5;20240331;1;LIM_509028;;;;2;;;;
5;20240331;1;LIM_509040;;;;2;;;;
5;20240331;1;LIM_509073;;;;2;;;;
5;20240331;1;LIM_509085;;;;2;;;;
5;20240331;1;LIM_509094;;;;2;;;;
5;20240331;1;LIM_509114;;;;2;;;;
5;20240331;1;LIM_509116;;;;2;;;;
5;20240331;1;LIM_509121;;;;2;;;;
5;20240331;1;LIM_509122;;;;2;;;;
5;20240331;1;LIM_509153;;;;2;;;;
5;20240331;1;LIM_509184;;;;2;;;;
5;20240331;1;LIM_509206;;;;2;;;;
5;20240331;1;LIM_509217;;;;2;;;;
5;20240331;1;LIM_509219;;;;2;;;;
5;20240331;1;LIM_509231;;;;2;;;;
5;20240331;1;LIM_509260;;;;2;;;;
5;20240331;1;LIM_509268;;;;2;;;;
5;20240331;1;LIM_509287;;;;2;;;;
5;20240331;1;LIM_509301;;;;2;;;;
5;20240331;1;LIM_509309;;;;2;;;;
5;20240331;1;LIM_509311;;;;2;;;;
5;20240331;1;LIM_509340;;;;2;;;;
5;20240331;1;LIM_509364;;;;2;;;;
5;20240331;1;LIM_509368;;;;2;;;;
5;20240331;1;LIM_509369;;;;2;;;;
5;20240331;1;LIM_509375;;;;2;;;;
5;20240331;1;LIM_509418;;;;2;;;;
5;20240331;1;LIM_509436;;;;2;;;;
5;20240331;1;LIM_509439;;;;2;;;;
5;20240331;1;LIM_509448;;;;2;;;;
5;20240331;1;LIM_509473;;;;2;;;;
5;20240331;1;LIM_509476;;;;2;;;;
5;20240331;1;LIM_509489;;;;2;;;;
5;20240331;1;LIM_509492;;;;2;;;;
5;20240331;1;LIM_509497;;;;2;;;;
5;20240331;1;LIM_509500;;;;2;;;;
5;20240331;1;LIM_509507;;;;2;;;;
5;20240331;1;LIM_509515;;;;2;;;;
5;20240331;1;LIM_509517;;;;2;;;;
5;20240331;1;LIM_509534;;;;2;;;;
5;20240331;1;LIM_509535;;;;2;;;;
5;20240331;1;LIM_509550;;;;2;;;;
5;20240331;1;LIM_509553;;;;2;;;;
5;20240331;1;LIM_509569;;;;2;;;;
5;20240331;1;LIM_509572;;;;2;;;;
5;20240331;1;LIM_509578;;;;2;;;;
5;20240331;1;LIM_509584;;;;2;;;;
5;20240331;1;LIM_509589;;;;2;;;;
5;20240331;1;LIM_509640;;;;2;;;;
5;20240331;1;LIM_509662;;;;2;;;;
5;20240331;1;LIM_509664;;;;2;;;;
5;20240331;1;LIM_509673;;;;2;;;;
5;20240331;1;LIM_509675;;;;2;;;;
5;20240331;1;LIM_509684;;;;2;;;;
5;20240331;1;LIM_509709;;;;2;;;;
5;20240331;1;LIM_509743;;;;2;;;;
5;20240331;1;LIM_509747;;;;2;;;;
5;20240331;1;LIM_509750;;;;2;;;;
5;20240331;1;LIM_509760;;;;2;;;;
5;20240331;1;LIM_509779;;;;2;;;;
5;20240331;1;LIM_509786;;;;2;;;;
5;20240331;1;LIM_509793;;;;2;;;;
5;20240331;1;LIM_509795;;;;2;;;;
5;20240331;1;LIM_509805;;;;2;;;;
5;20240331;1;LIM_509806;;;;2;;;;
5;20240331;1;LIM_509837;;;;2;;;;
5;20240331;1;LIM_509844;;;;2;;;;
5;20240331;1;LIM_509847;;;;2;;;;
5;20240331;1;LIM_509857;;;;2;;;;
5;20240331;1;LIM_509867;;;;2;;;;
5;20240331;1;LIM_509880;;;;2;;;;
5;20240331;1;LIM_509885;;;;2;;;;
5;20240331;1;LIM_509895;;;;2;;;;
5;20240331;1;LIM_509902;;;;2;;;;
5;20240331;1;LIM_509908;;;;2;;;;
5;20240331;1;LIM_509937;;;;2;;;;
5;20240331;1;LIM_509949;;;;2;;;;
5;20240331;1;LIM_509950;;;;2;;;;
5;20240331;1;LIM_509961;;;;2;;;;
5;20240331;1;LIM_509967;;;;2;;;;
5;20240331;1;LIM_509970;;;;2;;;;
5;20240331;1;LIM_509988;;;;2;;;;
5;20240331;1;LIM_510002;;;;2;;;;
5;20240331;1;LIM_510008;;;;2;;;;
5;20240331;1;LIM_600005;;;;2;;;;
5;20240331;1;LIM_600009;;;;2;;;;
5;20240331;1;LIM_600037;;;;2;;;;
5;20240331;1;LIM_600038;;;;2;;;;
5;20240331;1;LIM_600053;;;;2;;;;
5;20240331;1;LIM_600059;;;;2;;;;
5;20240331;1;LIM_600062;;;;2;;;;
5;20240331;1;LIM_600067;;;;2;;;;
5;20240331;1;LIM_600099;;;;2;;;;
5;20240331;1;LIM_600104;;;;2;;;;
5;20240331;1;LIM_600116;;;;2;;;;
5;20240331;1;LIM_600120;;;;2;;;;
5;20240331;1;LIM_600127;;;;2;;;;
5;20240331;1;LIM_600130;;;;2;;;;
5;20240331;1;LIM_600132;;;;2;;;;
5;20240331;1;LIM_600136;;;;2;;;;
5;20240331;1;LIM_600139;;;;2;;;;
5;20240331;1;LIM_600141;;;;2;;;;
5;20240331;1;LIM_600142;;;;2;;;;
5;20240331;1;LIM_600146;;;;2;;;;
5;20240331;1;LIM_600151;;;;2;;;;
5;20240331;1;LIM_600152;;;;2;;;;
5;20240331;1;LIM_600157;;;;2;;;;
5;20240331;1;LIM_600159;;;;2;;;;
5;20240331;1;LIM_600179;;;;2;;;;
5;20240331;1;LIM_600180;;;;2;;;;
5;20240331;1;LIM_600183;;;;2;;;;
5;20240331;1;LIM_600184;;;;2;;;;
5;20240331;1;LIM_600185;;;;2;;;;
5;20240331;1;LIM_600193;;;;2;;;;
5;20240331;1;LIM_600224;;;;2;;;;
5;20240331;1;LIM_600237;;;;2;;;;
5;20240331;1;LIM_600242;;;;2;;;;
5;20240331;1;LIM_600247;;;;2;;;;
5;20240331;1;LIM_600250;;;;2;;;;
5;20240331;1;LIM_600251;;;;2;;;;
5;20240331;1;LIM_600252;;;;2;;;;
5;20240331;1;LIM_600256;;;;2;;;;
5;20240331;1;LIM_600263;;;;2;;;;
5;20240331;1;LIM_600269;;;;2;;;;
5;20240331;1;LIM_600274;;;;2;;;;
5;20240331;1;LIM_600283;;;;2;;;;
5;20240331;1;LIM_600286;;;;2;;;;
5;20240331;1;LIM_600291;;;;2;;;;
5;20240331;1;LIM_600302;;;;2;;;;
5;20240331;1;LIM_600308;;;;2;;;;
5;20240331;1;LIM_600311;;;;2;;;;
5;20240331;1;LIM_600313;;;;2;;;;
5;20240331;1;LIM_600318;;;;2;;;;
5;20240331;1;LIM_600320;;;;2;;;;
5;20240331;1;LIM_600322;;;;2;;;;
5;20240331;1;LIM_600326;;;;2;;;;
5;20240331;1;LIM_600328;;;;2;;;;
5;20240331;1;LIM_600335;;;;2;;;;
5;20240331;1;LIM_600345;;;;2;;;;
5;20240331;1;LIM_600351;;;;2;;;;
5;20240331;1;LIM_600356;;;;2;;;;
5;20240331;1;LIM_600357;;;;2;;;;
5;20240331;1;LIM_600378;;;;2;;;;
5;20240331;1;LIM_600384;;;;2;;;;
5;20240331;1;LIM_600394;;;;2;;;;
5;20240331;1;LIM_600396;;;;2;;;;
5;20240331;1;LIM_600406;;;;2;;;;
5;20240331;1;LIM_600407;;;;2;;;;
5;20240331;1;LIM_600433;;;;2;;;;
5;20240331;1;LIM_600435;;;;2;;;;
5;20240331;1;LIM_600445;;;;2;;;;
5;20240331;1;LIM_600452;;;;2;;;;
5;20240331;1;LIM_600453;;;;2;;;;
5;20240331;1;LIM_600468;;;;2;;;;
5;20240331;1;LIM_600471;;;;2;;;;
5;20240331;1;LIM_600477;;;;2;;;;
5;20240331;1;LIM_600479;;;;2;;;;
5;20240331;1;LIM_600482;;;;2;;;;
5;20240331;1;LIM_600487;;;;2;;;;
5;20240331;1;LIM_600491;;;;2;;;;
5;20240331;1;LIM_600494;;;;2;;;;
5;20240331;1;LIM_600521;;;;2;;;;
5;20240331;1;LIM_600537;;;;2;;;;
5;20240331;1;LIM_600538;;;;2;;;;
5;20240331;1;LIM_600543;;;;2;;;;
5;20240331;1;LIM_600549;;;;2;;;;
5;20240331;1;LIM_600557;;;;2;;;;
5;20240331;1;LIM_600561;;;;2;;;;
5;20240331;1;LIM_600575;;;;2;;;;
5;20240331;1;LIM_600576;;;;2;;;;
5;20240331;1;LIM_600580;;;;2;;;;
5;20240331;1;LIM_600582;;;;2;;;;
5;20240331;1;LIM_600591;;;;2;;;;
5;20240331;1;LIM_600599;;;;2;;;;
5;20240331;1;LIM_600603;;;;2;;;;
5;20240331;1;LIM_600605;;;;2;;;;
5;20240331;1;LIM_600606;;;;2;;;;
5;20240331;1;LIM_600608;;;;2;;;;
5;20240331;1;LIM_600612;;;;2;;;;
5;20240331;1;LIM_600619;;;;2;;;;
5;20240331;1;LIM_600621;;;;2;;;;
5;20240331;1;LIM_600628;;;;2;;;;
5;20240331;1;LIM_600636;;;;2;;;;
5;20240331;1;LIM_600649;;;;2;;;;
5;20240331;1;LIM_600653;;;;2;;;;
5;20240331;1;LIM_600655;;;;2;;;;
5;20240331;1;LIM_600657;;;;2;;;;
5;20240331;1;LIM_600674;;;;2;;;;
5;20240331;1;LIM_600676;;;;2;;;;
5;20240331;1;LIM_600686;;;;2;;;;
5;20240331;1;LIM_600689;;;;2;;;;
5;20240331;1;LIM_600693;;;;2;;;;
5;20240331;1;LIM_600699;;;;2;;;;
5;20240331;1;LIM_600708;;;;2;;;;
5;20240331;1;LIM_600724;;;;2;;;;
5;20240331;1;LIM_600728;;;;2;;;;
5;20240331;1;LIM_600732;;;;2;;;;
5;20240331;1;LIM_600748;;;;2;;;;
5;20240331;1;LIM_600753;;;;2;;;;
5;20240331;1;LIM_600755;;;;2;;;;
5;20240331;1;LIM_600763;;;;2;;;;
5;20240331;1;LIM_600765;;;;2;;;;
5;20240331;1;LIM_600770;;;;2;;;;
5;20240331;1;LIM_600771;;;;2;;;;
5;20240331;1;LIM_600774;;;;2;;;;
5;20240331;1;LIM_600775;;;;2;;;;
5;20240331;1;LIM_600777;;;;2;;;;
5;20240331;1;LIM_600792;;;;2;;;;
5;20240331;1;LIM_600823;;;;2;;;;
5;20240331;1;LIM_600835;;;;2;;;;
5;20240331;1;LIM_600852;;;;2;;;;
5;20240331;1;LIM_600859;;;;2;;;;
5;20240331;1;LIM_600861;;;;2;;;;
5;20240331;1;LIM_600868;;;;2;;;;
5;20240331;1;LIM_600882;;;;2;;;;
5;20240331;1;LIM_600889;;;;2;;;;
5;20240331;1;LIM_600896;;;;2;;;;
5;20240331;1;LIM_600903;;;;2;;;;
5;20240331;1;LIM_600914;;;;2;;;;
5;20240331;1;LIM_600932;;;;2;;;;
5;20240331;1;LIM_600940;;;;2;;;;
5;20240331;1;LIM_600974;;;;2;;;;
5;20240331;1;LIM_600983;;;;2;;;;
5;20240331;1;LIM_600987;;;;2;;;;
5;20240331;1;LIM_601005;;;;2;;;;
5;20240331;1;LIM_601007;;;;2;;;;
5;20240331;1;LIM_601009;;;;2;;;;
5;20240331;1;LIM_601011;;;;2;;;;
5;20240331;1;LIM_601020;;;;2;;;;
5;20240331;1;LIM_601022;;;;2;;;;
5;20240331;1;LIM_601027;;;;2;;;;
5;20240331;1;LIM_601029;;;;2;;;;
5;20240331;1;LIM_601033;;;;2;;;;
5;20240331;1;LIM_601036;;;;2;;;;
5;20240331;1;LIM_601053;;;;2;;;;
5;20240331;1;LIM_601055;;;;2;;;;
5;20240331;1;LIM_601063;;;;2;;;;
5;20240331;1;LIM_601074;;;;2;;;;
5;20240331;1;LIM_601078;;;;2;;;;
5;20240331;1;LIM_601079;;;;2;;;;
5;20240331;1;LIM_601089;;;;2;;;;
5;20240331;1;LIM_601091;;;;2;;;;
5;20240331;1;LIM_601123;;;;2;;;;
5;20240331;1;LIM_601140;;;;2;;;;
5;20240331;1;LIM_601149;;;;2;;;;
5;20240331;1;LIM_601174;;;;2;;;;
5;20240331;1;LIM_601178;;;;2;;;;
5;20240331;1;LIM_601187;;;;2;;;;
5;20240331;1;LIM_601198;;;;2;;;;
5;20240331;1;LIM_601200;;;;2;;;;
5;20240331;1;LIM_601211;;;;2;;;;
5;20240331;1;LIM_601212;;;;2;;;;
5;20240331;1;LIM_601216;;;;2;;;;
5;20240331;1;LIM_601220;;;;2;;;;
5;20240331;1;LIM_601224;;;;2;;;;
5;20240331;1;LIM_601226;;;;2;;;;
5;20240331;1;LIM_601227;;;;2;;;;
5;20240331;1;LIM_601234;;;;2;;;;
5;20240331;1;LIM_601239;;;;2;;;;
5;20240331;1;LIM_601242;;;;2;;;;
5;20240331;1;LIM_601248;;;;2;;;;
5;20240331;1;LIM_601263;;;;2;;;;
5;20240331;1;LIM_601322;;;;2;;;;
5;20240331;1;LIM_601329;;;;2;;;;
5;20240331;1;LIM_601338;;;;2;;;;
5;20240331;1;LIM_601350;;;;2;;;;
5;20240331;1;LIM_601352;;;;2;;;;
5;20240331;1;LIM_601365;;;;2;;;;
5;20240331;1;LIM_601367;;;;2;;;;
5;20240331;1;LIM_601386;;;;2;;;;
5;20240331;1;LIM_601388;;;;2;;;;
5;20240331;1;LIM_601391;;;;2;;;;
5;20240331;1;LIM_601393;;;;2;;;;
5;20240331;1;LIM_601397;;;;2;;;;
5;20240331;1;LIM_601406;;;;2;;;;
5;20240331;1;LIM_601411;;;;2;;;;
5;20240331;1;LIM_601420;;;;2;;;;
5;20240331;1;LIM_601422;;;;2;;;;
5;20240331;1;LIM_601433;;;;2;;;;
5;20240331;1;LIM_601435;;;;2;;;;
5;20240331;1;LIM_601441;;;;2;;;;
5;20240331;1;LIM_601450;;;;2;;;;
5;20240331;1;LIM_601467;;;;2;;;;
5;20240331;1;LIM_601469;;;;2;;;;
5;20240331;1;LIM_601471;;;;2;;;;
5;20240331;1;LIM_601473;;;;2;;;;
5;20240331;1;LIM_601474;;;;2;;;;
5;20240331;1;LIM_601486;;;;2;;;;
5;20240331;1;LIM_601493;;;;2;;;;
5;20240331;1;LIM_601497;;;;2;;;;
5;20240331;1;LIM_601503;;;;2;;;;
5;20240331;1;LIM_601509;;;;2;;;;
5;20240331;1;LIM_601512;;;;2;;;;
5;20240331;1;LIM_601522;;;;2;;;;
5;20240331;1;LIM_601541;;;;2;;;;
5;20240331;1;LIM_601542;;;;2;;;;
5;20240331;1;LIM_601548;;;;2;;;;
5;20240331;1;LIM_601557;;;;2;;;;
5;20240331;1;LIM_601558;;;;2;;;;
5;20240331;1;LIM_601561;;;;2;;;;
5;20240331;1;LIM_601567;;;;2;;;;
5;20240331;1;LIM_601580;;;;2;;;;
5;20240331;1;LIM_601592;;;;2;;;;
5;20240331;1;LIM_601600;;;;2;;;;
5;20240331;1;LIM_601606;;;;2;;;;
5;20240331;1;LIM_601621;;;;2;;;;
5;20240331;1;LIM_601622;;;;2;;;;
5;20240331;1;LIM_601625;;;;2;;;;
5;20240331;1;LIM_601631;;;;2;;;;
5;20240331;1;LIM_601641;;;;2;;;;
5;20240331;1;LIM_601652;;;;2;;;;
5;20240331;1;LIM_601656;;;;2;;;;
5;20240331;1;LIM_601665;;;;2;;;;
5;20240331;1;LIM_601676;;;;2;;;;
5;20240331;1;LIM_601691;;;;2;;;;
5;20240331;1;LIM_601692;;;;2;;;;
5;20240331;1;LIM_601694;;;;2;;;;
5;20240331;1;LIM_601702;;;;2;;;;
5;20240331;1;LIM_601706;;;;2;;;;
5;20240331;1;LIM_601718;;;;2;;;;
5;20240331;1;LIM_601724;;;;2;;;;
5;20240331;1;LIM_601726;;;;2;;;;
5;20240331;1;LIM_601727;;;;2;;;;
5;20240331;1;LIM_601729;;;;2;;;;
5;20240331;1;LIM_601732;;;;2;;;;
5;20240331;1;LIM_601734;;;;2;;;;
5;20240331;1;LIM_601741;;;;2;;;;
5;20240331;1;LIM_601743;;;;2;;;;
5;20240331;1;LIM_601744;;;;2;;;;
5;20240331;1;LIM_601745;;;;2;;;;
5;20240331;1;LIM_601758;;;;2;;;;
5;20240331;1;LIM_601769;;;;2;;;;
5;20240331;1;LIM_601790;;;;2;;;;
5;20240331;1;LIM_601791;;;;2;;;;
5;20240331;1;LIM_601799;;;;2;;;;
5;20240331;1;LIM_601801;;;;2;;;;
5;20240331;1;LIM_601818;;;;2;;;;
5;20240331;1;LIM_601819;;;;2;;;;
5;20240331;1;LIM_601822;;;;2;;;;
5;20240331;1;LIM_601830;;;;2;;;;
5;20240331;1;LIM_601831;;;;2;;;;
5;20240331;1;LIM_601833;;;;2;;;;
5;20240331;1;LIM_601835;;;;2;;;;
5;20240331;1;LIM_601837;;;;2;;;;
5;20240331;1;LIM_601850;;;;2;;;;
5;20240331;1;LIM_601853;;;;2;;;;
5;20240331;1;LIM_601855;;;;2;;;;
5;20240331;1;LIM_601856;;;;2;;;;
5;20240331;1;LIM_601869;;;;2;;;;
5;20240331;1;LIM_601872;;;;2;;;;
5;20240331;1;LIM_601873;;;;2;;;;
5;20240331;1;LIM_601875;;;;2;;;;
5;20240331;1;LIM_601876;;;;2;;;;
5;20240331;1;LIM_601882;;;;2;;;;
5;20240331;1;LIM_601886;;;;2;;;;
5;20240331;1;LIM_601887;;;;2;;;;
5;20240331;1;LIM_601892;;;;2;;;;
5;20240331;1;LIM_601897;;;;2;;;;
5;20240331;1;LIM_601903;;;;2;;;;
5;20240331;1;LIM_601911;;;;2;;;;
5;20240331;1;LIM_601914;;;;2;;;;
5;20240331;1;LIM_601917;;;;2;;;;
5;20240331;1;LIM_601918;;;;2;;;;
5;20240331;1;LIM_601919;;;;2;;;;
5;20240331;1;LIM_601934;;;;2;;;;
5;20240331;1;LIM_601941;;;;2;;;;
5;20240331;1;LIM_601949;;;;2;;;;
5;20240331;1;LIM_601954;;;;2;;;;
5;20240331;1;LIM_601958;;;;2;;;;
5;20240331;1;LIM_601964;;;;2;;;;
5;20240331;1;LIM_601966;;;;2;;;;
5;20240331;1;LIM_601967;;;;2;;;;
5;20240331;1;LIM_601968;;;;2;;;;
5;20240331;1;LIM_601970;;;;2;;;;
5;20240331;1;LIM_601978;;;;2;;;;
5;20240331;1;LIM_601983;;;;2;;;;
5;20240331;1;LIM_601985;;;;2;;;;
5;20240331;1;LIM_601986;;;;2;;;;
5;20240331;1;LIM_601990;;;;2;;;;
5;20240331;1;LIM_601997;;;;2;;;;
5;20240331;1;LIM_601998;;;;2;;;;
5;20240331;1;LIM_602001;;;;2;;;;
5;20240331;1;LIM_602002;;;;2;;;;
5;20240331;1;LIM_602004;;;;2;;;;
5;20240331;1;LIM_602006;;;;2;;;;
5;20240331;1;LIM_602008;;;;2;;;;
5;20240331;1;LIM_602009;;;;2;;;;
5;20240331;1;LIM_602015;;;;2;;;;
5;20240331;1;LIM_602028;;;;2;;;;
5;20240331;1;LIM_602029;;;;2;;;;
5;20240331;1;LIM_602030;;;;2;;;;
5;20240331;1;LIM_602033;;;;2;;;;
5;20240331;1;LIM_602038;;;;2;;;;
5;20240331;1;LIM_602041;;;;2;;;;
5;20240331;1;LIM_602042;;;;2;;;;
5;20240331;1;LIM_602044;;;;2;;;;
5;20240331;1;LIM_602045;;;;2;;;;
5;20240331;1;LIM_602050;;;;2;;;;
5;20240331;1;LIM_602053;;;;2;;;;
5;20240331;1;LIM_602056;;;;2;;;;
5;20240331;1;LIM_602059;;;;2;;;;
5;20240331;1;LIM_602061;;;;2;;;;
5;20240331;1;LIM_602064;;;;2;;;;
5;20240331;1;LIM_602073;;;;2;;;;
5;20240331;1;LIM_602080;;;;2;;;;
5;20240331;1;LIM_602094;;;;2;;;;
5;20240331;1;LIM_602105;;;;2;;;;
5;20240331;1;LIM_602108;;;;2;;;;
5;20240331;1;LIM_602113;;;;2;;;;
5;20240331;1;LIM_602119;;;;2;;;;
5;20240331;1;LIM_602128;;;;2;;;;
5;20240331;1;LIM_602135;;;;2;;;;
5;20240331;1;LIM_602136;;;;2;;;;
5;20240331;1;LIM_602140;;;;2;;;;
5;20240331;1;LIM_602152;;;;2;;;;
5;20240331;1;LIM_602158;;;;2;;;;
5;20240331;1;LIM_602175;;;;2;;;;
5;20240331;1;LIM_602176;;;;2;;;;
5;20240331;1;LIM_602183;;;;2;;;;
5;20240331;1;LIM_602191;;;;2;;;;
5;20240331;1;LIM_602192;;;;2;;;;
5;20240331;1;LIM_602195;;;;2;;;;
5;20240331;1;LIM_602196;;;;2;;;;
5;20240331;1;LIM_602203;;;;2;;;;
5;20240331;1;LIM_602204;;;;2;;;;
5;20240331;1;LIM_602206;;;;2;;;;
5;20240331;1;LIM_602207;;;;2;;;;
5;20240331;1;LIM_602210;;;;2;;;;
5;20240331;1;LIM_602218;;;;2;;;;
5;20240331;1;LIM_602224;;;;2;;;;
5;20240331;1;LIM_602225;;;;2;;;;
5;20240331;1;LIM_602230;;;;2;;;;
5;20240331;1;LIM_602239;;;;2;;;;
5;20240331;1;LIM_602241;;;;2;;;;
5;20240331;1;LIM_602243;;;;2;;;;
5;20240331;1;LIM_602246;;;;2;;;;
5;20240331;1;LIM_602255;;;;2;;;;
5;20240331;1;LIM_602258;;;;2;;;;
5;20240331;1;LIM_602261;;;;2;;;;
5;20240331;1;LIM_602263;;;;2;;;;
5;20240331;1;LIM_602266;;;;2;;;;
5;20240331;1;LIM_602272;;;;2;;;;
5;20240331;1;LIM_602273;;;;2;;;;
5;20240331;1;LIM_602275;;;;2;;;;
5;20240331;1;LIM_602281;;;;2;;;;
5;20240331;1;LIM_602282;;;;2;;;;
5;20240331;1;LIM_602289;;;;2;;;;
5;20240331;1;LIM_602294;;;;2;;;;
5;20240331;1;LIM_602298;;;;2;;;;
5;20240331;1;LIM_602302;;;;2;;;;
5;20240331;1;LIM_602308;;;;2;;;;
5;20240331;1;LIM_602309;;;;2;;;;
5;20240331;1;LIM_602311;;;;2;;;;
5;20240331;1;LIM_602316;;;;2;;;;
5;20240331;1;LIM_602319;;;;2;;;;
5;20240331;1;LIM_602328;;;;2;;;;
5;20240331;1;LIM_602333;;;;2;;;;
5;20240331;1;LIM_602334;;;;2;;;;
5;20240331;1;LIM_602335;;;;2;;;;
5;20240331;1;LIM_602336;;;;2;;;;
5;20240331;1;LIM_602338;;;;2;;;;
5;20240331;1;LIM_602341;;;;2;;;;
5;20240331;1;LIM_602345;;;;2;;;;
5;20240331;1;LIM_602347;;;;2;;;;
5;20240331;1;LIM_602353;;;;2;;;;
5;20240331;1;LIM_602354;;;;2;;;;
5;20240331;1;LIM_602357;;;;2;;;;
5;20240331;1;LIM_602366;;;;2;;;;
5;20240331;1;LIM_602373;;;;2;;;;
5;20240331;1;LIM_602375;;;;2;;;;
5;20240331;1;LIM_602385;;;;2;;;;
5;20240331;1;LIM_602401;;;;2;;;;
5;20240331;1;LIM_602403;;;;2;;;;
5;20240331;1;LIM_602405;;;;2;;;;
5;20240331;1;LIM_602411;;;;2;;;;
5;20240331;1;LIM_602412;;;;2;;;;
5;20240331;1;LIM_602415;;;;2;;;;
5;20240331;1;LIM_602418;;;;2;;;;
5;20240331;1;LIM_602423;;;;2;;;;
5;20240331;1;LIM_602426;;;;2;;;;
5;20240331;1;LIM_602433;;;;2;;;;
5;20240331;1;LIM_602437;;;;2;;;;
5;20240331;1;LIM_602440;;;;2;;;;
5;20240331;1;LIM_602448;;;;2;;;;
5;20240331;1;LIM_602461;;;;2;;;;
5;20240331;1;LIM_602465;;;;2;;;;
5;20240331;1;LIM_602467;;;;2;;;;
5;20240331;1;LIM_602468;;;;2;;;;
5;20240331;1;LIM_602492;;;;2;;;;
5;20240331;1;LIM_602494;;;;2;;;;
5;20240331;1;LIM_602511;;;;2;;;;
5;20240331;1;LIM_602513;;;;2;;;;
5;20240331;1;LIM_602515;;;;2;;;;
5;20240331;1;LIM_602516;;;;2;;;;
5;20240331;1;LIM_602522;;;;2;;;;
5;20240331;1;LIM_602524;;;;2;;;;
5;20240331;1;LIM_602527;;;;2;;;;
5;20240331;1;LIM_602532;;;;2;;;;
5;20240331;1;LIM_602534;;;;2;;;;
5;20240331;1;LIM_602537;;;;2;;;;
5;20240331;1;LIM_602539;;;;2;;;;
5;20240331;1;LIM_602540;;;;2;;;;
5;20240331;1;LIM_602544;;;;2;;;;
5;20240331;1;LIM_602547;;;;2;;;;
5;20240331;1;LIM_602550;;;;2;;;;
5;20240331;1;LIM_602563;;;;2;;;;
5;20240331;1;LIM_602568;;;;2;;;;
5;20240331;1;LIM_602570;;;;2;;;;
5;20240331;1;LIM_602571;;;;2;;;;
5;20240331;1;LIM_602573;;;;2;;;;
5;20240331;1;LIM_602577;;;;2;;;;
5;20240331;1;LIM_602585;;;;2;;;;
5;20240331;1;LIM_602586;;;;2;;;;
5;20240331;1;LIM_602594;;;;2;;;;
5;20240331;1;LIM_602595;;;;2;;;;
5;20240331;1;LIM_602598;;;;2;;;;
5;20240331;1;LIM_602600;;;;2;;;;
5;20240331;1;LIM_602601;;;;2;;;;
