STATUS;VALID_ON;LOT_TYPE_FK;IDE_POSITION_REF;CDE_C013;DTE_END_PROT;PRD_PRODUCT;AUDIT_INFO
5;20240331;1;POS_1012128_HI_01;;01/07/2042;;
5;20240331;1;POS_1012128_HI_02;;01/07/2042;;
5;20240331;1;POS_1012129_HI_01;;01/07/2052;;
5;20240331;1;POS_1012130_HI_01;;01/07/2042;;
5;20240331;1;POS_1012131_HI_01;;01/07/2052;;
5;20240331;1;POS_1012132_HI_01;;01/06/2049;;
5;20240331;1;POS_1012133_HI_01;;01/07/2052;;
5;20240331;1;POS_1012134_HI_01;;01/07/2047;;
5;20240331;1;POS_1012135_HI_01;;01/07/2037;;
5;20240331;1;POS_1012136_HI_01;;01/07/2047;;
5;20240331;1;POS_1012137_HI_01;;01/07/2032;;
5;20240331;1;POS_1012138_HI_01;;01/07/2047;;
5;20240331;1;POS_1012139_HI_01;;01/07/2029;;
5;20240331;1;POS_1012139_HI_02;;01/07/2029;;
5;20240331;1;POS_1012140_HI_01;;01/07/2032;;
5;20240331;1;POS_1012141_HI_01;;01/07/2052;;
5;20240331;1;POS_1012141_HI_02;;01/07/2052;;
5;20240331;1;POS_1012142_HI_01;;01/08/2032;;
5;20240331;1;POS_1012143_HI_01;;01/07/2032;;
5;20240331;1;POS_1012144_HI_01;;01/07/2032;;
5;20240331;1;POS_1012145_HI_01;;01/07/2052;;
5;20240331;1;POS_1012145_HI_02;;01/07/2052;;
5;20240331;1;POS_1012147_HI_01;;01/07/2037;;
5;20240331;1;POS_1012149_HI_01;;01/07/2032;;
5;20240331;1;POS_1012150_HI_01;;01/07/2032;;
5;20240331;1;POS_1012151_HI_01;;01/08/2042;;
5;20240331;1;POS_1012152_HI_01;;01/07/2032;;
5;20240331;1;POS_1012153_HI_01;;01/08/2032;;
5;20240331;1;POS_1012154_HI_01;;01/11/2048;;
5;20240331;1;POS_1012154_HI_02;;01/11/2048;;
5;20240331;1;POS_1012155_HI_01;;01/08/2042;;
5;20240331;1;POS_1012156_HI_01;;01/08/2047;;
5;20240331;1;POS_1012157_HI_01;;01/08/2032;;
5;20240331;1;POS_1012158_HI_01;;01/08/2052;;
5;20240331;1;POS_1012159_HI_01;;01/08/2032;;
5;20240331;1;POS_1012160_HI_02;;01/10/2052;;
5;20240331;1;POS_1012161_HI_01;;01/08/2042;;
5;20240331;1;POS_1012162_HI_01;;01/08/2047;;
5;20240331;1;POS_1012163_HI_01;;01/08/2052;;
5;20240331;1;POS_1012164_HI_01;;01/08/2042;;
5;20240331;1;POS_1012164_HI_02;;01/08/2042;;
5;20240331;1;POS_1012165_HI_01;;01/08/2027;;
5;20240331;1;POS_1012166_HI_01;;01/08/2042;;
5;20240331;1;POS_1012167_HI_02;;01/08/2052;;
5;20240331;1;POS_1012167_HI_03;;01/08/2052;;
5;20240331;1;POS_1012167_HI_04;;01/08/2052;;
5;20240331;1;POS_1012168_HI_01;;01/08/2037;;
5;20240331;1;POS_1012169_HI_01;;01/08/2047;;
5;20240331;1;POS_1012171_HI_01;;01/08/2032;;
5;20240331;1;POS_1012172_HI_01;;01/08/2025;;
5;20240331;1;POS_1012172_HI_02;;01/08/2025;;
5;20240331;1;POS_1012173_HI_01;;01/08/2032;;
5;20240331;1;POS_1012174_HI_01;;01/08/2047;;
5;20240331;1;POS_1012176_HI_01;;01/08/2032;;
5;20240331;1;POS_1012178_HI_01;;01/08/2042;;
5;20240331;1;POS_1012179_HI_01;;18/08/2027;;
5;20240331;1;POS_1012180_HI_01;;01/08/2025;;
5;20240331;1;POS_1012180_HI_02;;01/08/2025;;
5;20240331;1;POS_1012181_HI_01;;01/09/2037;;
5;20240331;1;POS_1012182_HI_01;;01/08/2025;;
5;20240331;1;POS_1012183_HI_01;;01/08/2052;;
5;20240331;1;POS_1012183_HI_02;;01/08/2052;;
5;20240331;1;POS_1012184_HI_01;;01/08/2042;;
5;20240331;1;POS_1012185_HI_01;;01/08/2027;;
5;20240331;1;POS_1012186_HI_01;;01/08/2032;;
5;20240331;1;POS_1012187_HI_01;;01/08/2042;;
5;20240331;1;POS_1012189_HI_01;;01/08/2042;;
5;20240331;1;POS_1012191_HI_01;;01/08/2032;;
5;20240331;1;POS_1012192_HI_01;;01/08/2025;;
5;20240331;1;POS_1012192_HI_02;;01/08/2025;;
5;20240331;1;POS_1012193_HI_01;;01/08/2047;;
5;20240331;1;POS_1012194_HI_01;;01/08/2052;;
5;20240331;1;POS_1012195_HI_01;;01/08/2052;;
5;20240331;1;POS_1012195_HI_02;;01/08/2052;;
5;20240331;1;POS_1012196_HI_01;;01/08/2047;;
5;20240331;1;POS_1012197_HI_01;;01/08/2027;;
5;20240331;1;POS_1012198_HI_01;;01/08/2042;;
5;20240331;1;POS_1012199_HI_01;;01/08/2025;;
5;20240331;1;POS_1012200_HI_01;;01/08/2042;;
5;20240331;1;POS_1012201_HI_01;;01/08/2042;;
5;20240331;1;POS_1012202_HI_01;;01/08/2042;;
5;20240331;1;POS_1012203_HI_01;;01/09/2042;;
5;20240331;1;POS_1012204_HI_01;;01/08/2027;;
5;20240331;1;POS_1012206_HI_01;;01/08/2032;;
5;20240331;1;POS_1012206_HI_02;;01/08/2032;;
5;20240331;1;POS_1012207_HI_01;;01/08/2032;;
5;20240331;1;POS_1012209_HI_01;;01/08/2032;;
5;20240331;1;POS_1012210_HI_01;;01/09/2047;;
5;20240331;1;POS_1012211_HI_01;;01/09/2052;;
5;20240331;1;POS_1012212_HI_01;;01/09/2052;;
5;20240331;1;POS_1012212_HI_02;;01/09/2052;;
5;20240331;1;POS_1012213_HI_01;;01/09/2047;;
5;20240331;1;POS_1012214_HI_01;;01/09/2052;;
5;20240331;1;POS_1012214_HI_02;;01/09/2052;;
5;20240331;1;POS_1012215_HI_01;;01/09/2042;;
5;20240331;1;POS_1012216_HI_01;;01/09/2052;;
5;20240331;1;POS_1012217_HI_01;;01/09/2042;;
5;20240331;1;POS_1012218_HI_01;;01/09/2047;;
5;20240331;1;POS_1012219_HI_01;;01/09/2032;;
5;20240331;1;POS_1012219_HI_02;;01/09/2032;;
5;20240331;1;POS_1012220_HI_02;;01/12/2037;;
5;20240331;1;POS_1012222_HI_01;;01/09/2029;;
5;20240331;1;POS_1012223_HI_01;;01/09/2042;;
5;20240331;1;POS_1012224_HI_01;;01/09/2042;;
5;20240331;1;POS_1012224_HI_02;;01/09/2042;;
5;20240331;1;POS_1012224_HI_03;;01/09/2042;;
5;20240331;1;POS_1012225_HI_01;;01/09/2032;;
5;20240331;1;POS_1012225_HI_02;;01/09/2032;;
5;20240331;1;POS_1012226_HI_01;;01/09/2025;;
5;20240331;1;POS_1012226_HI_02;;01/09/2025;;
5;20240331;1;POS_1012227_HI_01;;01/09/2032;;
5;20240331;1;POS_1012227_HI_02;;01/09/2032;;
5;20240331;1;POS_1012227_HI_03;;01/09/2032;;
5;20240331;1;POS_1012229_HI_01;;01/09/2042;;
5;20240331;1;POS_1012230_HI_01;;01/09/2032;;
5;20240331;1;POS_1012230_HI_02;;01/09/2032;;
5;20240331;1;POS_1012232_HI_01;;01/03/2033;;
5;20240331;1;POS_1012233_HI_01;;01/09/2047;;
5;20240331;1;POS_1012235_HI_01;;01/09/2042;;
5;20240331;1;POS_1012237_HI_01;;01/09/2047;;
5;20240331;1;POS_1012238_HI_01;;13/09/2027;;
5;20240331;1;POS_1012239_HI_01;;01/09/2027;;
5;20240331;1;POS_1012241_HI_01;;01/09/2027;;
5;20240331;1;POS_1012241_HI_02;;01/09/2027;;
5;20240331;1;POS_1012242_HI_01;;01/09/2032;;
5;20240331;1;POS_1012244_HI_01;;01/09/2047;;
5;20240331;1;POS_1012245_HI_01;;01/09/2047;;
5;20240331;1;POS_1012246_HI_01;;01/09/2042;;
5;20240331;1;POS_1012248_HI_01;;01/09/2042;;
5;20240331;1;POS_1012249_HI_01;;01/09/2052;;
5;20240331;1;POS_1012250_HI_01;;01/12/2047;;
5;20240331;1;POS_1012251_HI_01;;01/08/2054;;
5;20240331;1;POS_1012251_HI_02;;01/08/2054;;
5;20240331;1;POS_1012252_HI_01;;01/09/2052;;
5;20240331;1;POS_1012253_HI_01;;01/09/2047;;
5;20240331;1;POS_1012255_HI_01;;01/09/2042;;
5;20240331;1;POS_1012256_HI_01;;01/09/2052;;
5;20240331;1;POS_1012258_HI_01;;01/09/2025;;
5;20240331;1;POS_1012259_HI_01;;01/09/2047;;
5;20240331;1;POS_1012260_HI_01;;01/09/2042;;
5;20240331;1;POS_1012261_HI_01;;01/09/2032;;
5;20240331;1;POS_1012263_HI_01;;01/09/2032;;
5;20240331;1;POS_1012263_HI_02;;01/09/2032;;
5;20240331;1;POS_1012264_HI_01;;01/09/2025;;
5;20240331;1;POS_1012264_HI_02;;01/09/2025;;
5;20240331;1;POS_1012265_HI_01;;01/09/2047;;
5;20240331;1;POS_1012266_HI_01;;01/09/2047;;
5;20240331;1;POS_1012267_HI_01;;01/10/2042;;
5;20240331;1;POS_1012267_HI_02;;01/10/2042;;
5;20240331;1;POS_1012268_HI_01;;01/09/2032;;
5;20240331;1;POS_1012269_HI_01;;01/09/2052;;
5;20240331;1;POS_1012271_HI_01;;01/09/2032;;
5;20240331;1;POS_1012272_HI_01;;01/09/2027;;
5;20240331;1;POS_1012273_HI_01;;01/09/2032;;
5;20240331;1;POS_1012275_HI_01;;01/09/2032;;
5;20240331;1;POS_1012275_HI_02;;01/09/2032;;
5;20240331;1;POS_1012276_HI_01;;01/09/2032;;
5;20240331;1;POS_1012277_HI_01;;01/09/2047;;
5;20240331;1;POS_1012278_HI_01;;01/09/2032;;
5;20240331;1;POS_1012279_HI_01;;01/10/2052;;
5;20240331;1;POS_1012280_HI_01;;01/08/2054;;
5;20240331;1;POS_1012280_HI_02;;01/08/2054;;
5;20240331;1;POS_1012281_HI_01;;01/09/2042;;
5;20240331;1;POS_1012282_HI_01;;01/09/2042;;
5;20240331;1;POS_1012282_HI_02;;01/09/2042;;
5;20240331;1;POS_1012283_HI_01;;01/09/2025;;
5;20240331;1;POS_1012285_HI_01;;01/09/2037;;
5;20240331;1;POS_1012286_HI_01;;01/09/2029;;
5;20240331;1;POS_1012287_HI_01;;01/09/2032;;
5;20240331;1;POS_1012288_HI_01;;01/09/2032;;
5;20240331;1;POS_1012288_HI_02;;01/09/2032;;
5;20240331;1;POS_1012289_HI_01;;01/12/2047;;
5;20240331;1;POS_1012289_HI_02;;01/12/2047;;
5;20240331;1;POS_1012290_HI_01;;01/09/2047;;
5;20240331;1;POS_1012290_HI_02;;01/09/2047;;
5;20240331;1;POS_1012291_HI_01;;01/09/2032;;
5;20240331;1;POS_1012291_HI_02;;01/09/2032;;
5;20240331;1;POS_1012292_HI_01;;01/09/2042;;
5;20240331;1;POS_1012293_HI_01;;01/09/2047;;
5;20240331;1;POS_1012293_HI_02;;01/09/2047;;
5;20240331;1;POS_1012294_HI_01;;01/09/2047;;
5;20240331;1;POS_1012294_HI_02;;01/09/2047;;
5;20240331;1;POS_1012295_HI_01;;01/09/2042;;
5;20240331;1;POS_1012296_HI_01;;01/09/2032;;
5;20240331;1;POS_1012297_HI_01;;01/09/2032;;
5;20240331;1;POS_1012298_HI_01;;01/09/2025;;
5;20240331;1;POS_1012298_HI_03;;01/09/2025;;
5;20240331;1;POS_1012298_HI_04;;01/09/2025;;
5;20240331;1;POS_1012299_HI_01;;01/09/2047;;
5;20240331;1;POS_1012300_HI_01;;01/09/2052;;
5;20240331;1;POS_1012300_HI_02;;01/09/2052;;
5;20240331;1;POS_1012301_HI_01;;01/09/2025;;
5;20240331;1;POS_1012301_HI_02;;01/09/2025;;
5;20240331;1;POS_1012302_HI_01;;01/09/2047;;
5;20240331;1;POS_1012302_HI_02;;01/09/2047;;
5;20240331;1;POS_1012303_HI_01;;01/10/2037;;
5;20240331;1;POS_1012304_HI_01;;01/10/2042;;
5;20240331;1;POS_1012305_HI_01;;01/10/2042;;
5;20240331;1;POS_1012306_HI_01;;01/10/2042;;
5;20240331;1;POS_1012306_HI_02;;01/10/2042;;
5;20240331;1;POS_1012308_HI_01;;01/10/2047;;
5;20240331;1;POS_1012309_HI_01;;01/10/2025;;
5;20240331;1;POS_1012309_HI_02;;01/10/2025;;
5;20240331;1;POS_1012311_HI_01;;01/10/2052;;
5;20240331;1;POS_1012312_HI_01;;01/10/2047;;
5;20240331;1;POS_1012313_HI_01;;01/10/2029;;
5;20240331;1;POS_1012314_HI_01;;01/10/2042;;
5;20240331;1;POS_1012315_HI_01;;01/10/2042;;
5;20240331;1;POS_1012316_HI_01;;01/10/2032;;
5;20240331;1;POS_1012316_HI_02;;01/10/2032;;
5;20240331;1;POS_1012317_HI_01;;01/10/2029;;
5;20240331;1;POS_1012318_HI_01;;01/11/2037;;
5;20240331;1;POS_1012319_HI_01;;01/10/2047;;
5;20240331;1;POS_1012319_HI_02;;01/10/2047;;
5;20240331;1;POS_1012320_HI_01;;01/10/2047;;
5;20240331;1;POS_1012322_HI_01;;01/10/2042;;
5;20240331;1;POS_1012323_HI_01;;01/10/2025;;
5;20240331;1;POS_1012324_HI_01;;01/09/2054;;
5;20240331;1;POS_1012324_HI_02;;01/09/2054;;
5;20240331;1;POS_1012325_HI_01;;01/10/2037;;
5;20240331;1;POS_1012326_HI_01;;01/10/2029;;
5;20240331;1;POS_1012327_HI_01;;01/10/2042;;
5;20240331;1;POS_1012328_HI_01;;01/10/2037;;
5;20240331;1;POS_1012330_HI_01;;01/10/2052;;
5;20240331;1;POS_1012330_HI_02;;01/10/2052;;
5;20240331;1;POS_1012331_HI_01;;01/10/2037;;
5;20240331;1;POS_1012332_HI_01;;01/10/2042;;
5;20240331;1;POS_1012334_HI_01;;01/10/2042;;
5;20240331;1;POS_1012334_HI_02;;01/10/2042;;
5;20240331;1;POS_1012335_HI_01;;01/10/2032;;
5;20240331;1;POS_1012336_HI_01;;01/10/2052;;
5;20240331;1;POS_1012337_HI_01;;01/11/2025;;
5;20240331;1;POS_1012338_HI_01;;01/10/2032;;
5;20240331;1;POS_1012338_HI_02;;01/10/2032;;
5;20240331;1;POS_1012339_HI_01;;01/10/2032;;
5;20240331;1;POS_1012339_HI_02;;01/10/2032;;
5;20240331;1;POS_1012340_HI_01;;01/10/2047;;
5;20240331;1;POS_1012341_HI_01;;01/10/2052;;
5;20240331;1;POS_1012342_HI_01;;01/10/2032;;
5;20240331;1;POS_1012344_HI_01;;01/10/2047;;
5;20240331;1;POS_1012345_HI_01;;01/09/2048;;
5;20240331;1;POS_1012345_HI_02;;01/09/2048;;
5;20240331;1;POS_1012346_HI_01;;01/10/2042;;
5;20240331;1;POS_1012346_HI_02;;01/10/2042;;
5;20240331;1;POS_1012347_HI_01;;01/11/2053;;
5;20240331;1;POS_1012349_HI_01;;01/10/2052;;
5;20240331;1;POS_1012351_HI_01;;01/10/2047;;
5;20240331;1;POS_1012352_HI_01;;01/10/2037;;
5;20240331;1;POS_1012353_HI_01;;01/10/2032;;
5;20240331;1;POS_1012353_HI_02;;01/10/2032;;
5;20240331;1;POS_1012353_HI_03;;01/10/2032;;
5;20240331;1;POS_1012354_HI_01;;01/10/2042;;
5;20240331;1;POS_1012356_HI_01;;01/10/2032;;
5;20240331;1;POS_1012356_HI_02;;01/10/2032;;
5;20240331;1;POS_1012357_HI_01;;01/10/2042;;
5;20240331;1;POS_1012358_HI_01;;01/10/2047;;
5;20240331;1;POS_1012358_HI_02;;01/10/2047;;
5;20240331;1;POS_1012359_HI_01;;01/10/2042;;
5;20240331;1;POS_1012361_HI_01;;01/10/2047;;
5;20240331;1;POS_1012362_HI_01;;01/10/2032;;
5;20240331;1;POS_1012363_HI_01;;01/10/2032;;
5;20240331;1;POS_1012365_HI_01;;01/10/2052;;
5;20240331;1;POS_1012365_HI_02;;01/10/2052;;
5;20240331;1;POS_1012366_HI_01;;01/01/2025;;
5;20240331;1;POS_1012367_HI_01;;01/10/2047;;
5;20240331;1;POS_1012368_HI_01;;01/10/2032;;
5;20240331;1;POS_1012369_HI_01;;01/09/2034;;
5;20240331;1;POS_1012371_HI_01;;01/10/2037;;
5;20240331;1;POS_1012371_HI_02;;01/10/2037;;
5;20240331;1;POS_1012371_HI_03;;01/10/2037;;
5;20240331;1;POS_1012372_HI_01;;01/10/2047;;
5;20240331;1;POS_1012373_HI_01;;01/11/2023;;
5;20240331;1;POS_1012374_HI_01;;01/10/2052;;
5;20240331;1;POS_1012376_HI_01;;01/10/2042;;
5;20240331;1;POS_1012377_HI_01;;01/10/2032;;
5;20240331;1;POS_1012378_HI_01;;01/10/2024;;
5;20240331;1;POS_1012379_HI_01;;01/10/2032;;
5;20240331;1;POS_1012380_HI_01;;01/10/2032;;
5;20240331;1;POS_1012381_HI_01;;01/10/2032;;
5;20240331;1;POS_1012381_HI_03;;01/10/2032;;
5;20240331;1;POS_1012381_HI_04;;01/10/2032;;
5;20240331;1;POS_1012382_HI_01;;01/05/2024;;
5;20240331;1;POS_1012383_HI_01;;01/10/2042;;
5;20240331;1;POS_1012384_HI_01;;01/10/2029;;
5;20240331;1;POS_1012384_HI_02;;01/10/2029;;
5;20240331;1;POS_1012385_HI_01;;01/10/2042;;
5;20240331;1;POS_1012386_HI_01;;01/10/2029;;
5;20240331;1;POS_1012387_HI_01;;01/09/2049;;
5;20240331;1;POS_1012388_HI_01;;01/10/2052;;
5;20240331;1;POS_1012389_HI_01;;01/10/2047;;
5;20240331;1;POS_1012389_HI_02;;01/10/2047;;
5;20240331;1;POS_1012390_HI_01;;01/10/2027;;
5;20240331;1;POS_1012390_HI_02;;01/10/2027;;
5;20240331;1;POS_1012391_HI_01;;01/11/2032;;
5;20240331;1;POS_1012392_HI_01;;01/11/2042;;
5;20240331;1;POS_1012393_HI_01;;01/11/2032;;
5;20240331;1;POS_1012394_HI_01;;01/12/2032;;
5;20240331;1;POS_1012395_HI_01;;01/11/2025;;
5;20240331;1;POS_1012396_HI_01;;01/11/2042;;
5;20240331;1;POS_1012397_HI_01;;01/11/2052;;
5;20240331;1;POS_1012398_HI_01;;01/11/2032;;
5;20240331;1;POS_1012399_HI_01;;01/10/2034;;
5;20240331;1;POS_1012400_HI_01;;01/11/2052;;
5;20240331;1;POS_1012401_HI_01;;01/06/2024;;
5;20240331;1;POS_1012401_HI_02;;01/06/2024;;
5;20240331;1;POS_1012401_HI_03;;01/06/2024;;
5;20240331;1;POS_1012402_HI_01;;01/10/2054;;
5;20240331;1;POS_1012402_HI_02;;01/10/2054;;
5;20240331;1;POS_1012402_HI_03;;01/10/2054;;
5;20240331;1;POS_1012403_HI_01;;01/11/2052;;
5;20240331;1;POS_1012403_HI_02;;01/11/2052;;
5;20240331;1;POS_1012404_HI_01;;01/11/2029;;
5;20240331;1;POS_1012404_HI_02;;01/11/2029;;
5;20240331;1;POS_1012405_HI_01;;01/11/2032;;
5;20240331;1;POS_1012406_HI_01;;01/11/2032;;
5;20240331;1;POS_1012407_HI_01;;01/11/2029;;
5;20240331;1;POS_1012408_HI_01;;01/11/2037;;
5;20240331;1;POS_1012409_HI_01;;01/11/2042;;
5;20240331;1;POS_1012411_HI_01;;01/11/2042;;
5;20240331;1;POS_1012412_HI_01;;01/11/2042;;
5;20240331;1;POS_1012413_HI_01;;01/11/2047;;
5;20240331;1;POS_1012414_HI_01;;01/11/2047;;
5;20240331;1;POS_1012415_HI_01;;01/11/2037;;
5;20240331;1;POS_1012416_HI_01;;01/10/2049;;
5;20240331;1;POS_1012417_HI_01;;01/11/2042;;
5;20240331;1;POS_1012418_HI_01;;01/03/2049;;
5;20240331;1;POS_1012420_HI_01;;01/11/2052;;
5;20240331;1;POS_1012421_HI_01;;01/06/2025;;
5;20240331;1;POS_1012422_HI_01;;01/11/2042;;
5;20240331;1;POS_1012423_HI_01;;01/11/2042;;
5;20240331;1;POS_1012424_HI_01;;30/03/2038;;
5;20240331;1;POS_1012426_HI_01;;30/08/2027;;
5;20240331;1;POS_1012428_HI_01;;30/11/2022;;
5;20240331;1;POS_1012429_HI_01;;31/12/2034;;
5;20240331;1;POS_1012431_HI_01;;28/01/2031;;
5;20240331;1;POS_1012431_HI_02;;28/01/2031;;
5;20240331;1;POS_1012432_HI_01;;30/06/2038;;
5;20240331;1;POS_1012433_HI_01;;30/09/2038;;
5;20240331;1;POS_1012434_HI_01;;30/10/2029;;
5;20240331;1;POS_1012435_HI_03;;31/12/2024;;
5;20240331;1;POS_1012436_HI_01;;30/09/2033;;
5;20240331;1;POS_1012437_HI_01;;30/04/2034;;
5;20240331;1;POS_1012439_HI_01;;30/04/2035;;
5;20240331;1;POS_1012440_HI_01;;30/11/2028;;
5;20240331;1;POS_1012441_HI_01;;31/07/2040;;
5;20240331;1;POS_1012442_HI_01;;30/06/2040;;
5;20240331;1;POS_1012442_HI_02;;30/06/2040;;
5;20240331;1;POS_1012443_HI_01;;30/04/2034;;
5;20240331;1;POS_1012444_HI_01;;28/01/2034;;
5;20240331;1;POS_1012446_HI_01;;28/02/2034;;
5;20240331;1;POS_1012447_HI_01;;28/02/2039;;
5;20240331;1;POS_1012447_HI_02;;28/02/2039;;
5;20240331;1;POS_1012448_HI_01;;30/04/2029;;
5;20240331;1;POS_1012451_HI_01;;30/03/2025;;
5;20240331;1;POS_1012452_HI_01;;30/04/2029;;
5;20240331;1;POS_1012452_HI_02;;30/04/2029;;
5;20240331;1;POS_1012453_HI_01;;31/07/2039;;
5;20240331;1;POS_1012455_HI_01;;30/05/2036;;
5;20240331;1;POS_1012455_HI_04;;30/05/2036;;
5;20240331;1;POS_1012455_HI_05;;30/05/2036;;
5;20240331;1;POS_1012455_HI_06;;30/05/2036;;
5;20240331;1;POS_1012455_HI_07;;30/05/2036;;
5;20240331;1;POS_1012456_HI_01;;30/06/2030;;
5;20240331;1;POS_1012457_HI_01;;31/07/2034;;
5;20240331;1;POS_1012458_HI_01;;31/07/2039;;
5;20240331;1;POS_1012459_HI_01;;30/06/2039;;
5;20240331;1;POS_1012460_HI_01;;30/08/2029;;
5;20240331;1;POS_1012461_HI_01;;01/04/2036;;
5;20240331;1;POS_1012463_HI_01;;30/06/2034;;
5;20240331;1;POS_1012464_HI_01;;26/08/2039;;
5;20240331;1;POS_1012465_HI_01;;26/08/2024;;
5;20240331;1;POS_1012465_HI_02;;26/08/2024;;
5;20240331;1;POS_1012466_HI_01;;04/09/2039;;
5;20240331;1;POS_1012466_HI_02;;04/09/2039;;
5;20240331;1;POS_1012467_HI_01;;29/09/2039;;
5;20240331;1;POS_1012467_HI_02;;29/09/2039;;
5;20240331;1;POS_1012468_HI_01;;06/10/2039;;
5;20240331;1;POS_1012470_HI_01;;01/06/2042;;
5;20240331;1;POS_1012471_HI_01;;26/06/2028;;
5;20240331;1;POS_1012471_HI_02;;26/06/2028;;
5;20240331;1;POS_1012471_HI_03;;26/06/2028;;
5;20240331;1;POS_1012472_HI_01;;15/01/2029;;
5;20240331;1;POS_1012473_HI_01;;07/11/2039;;
5;20240331;1;POS_1012474_HI_01;;01/09/2033;;
5;20240331;1;POS_1012475_HI_01;;12/09/2031;;
5;20240331;1;POS_1012476_HI_01;;13/12/2030;;
5;20240331;1;POS_1012479_HI_01;;26/03/2033;;
5;20240331;1;POS_1012480_HI_01;;01/10/2043;;
5;20240331;1;POS_1012482_HI_01;;18/09/2034;;
5;20240331;1;POS_1012482_HI_02;;18/09/2034;;
5;20240331;1;POS_1012483_HI_01;;10/04/2034;;
5;20240331;1;POS_1012483_HI_02;;10/04/2034;;
5;20240331;1;POS_1012483_HI_03;;10/04/2034;;
5;20240331;1;POS_1012483_HI_04;;10/04/2034;;
5;20240331;1;POS_1012485_HI_01;;15/02/2025;;
5;20240331;1;POS_1012485_HI_02;;15/02/2025;;
5;20240331;1;POS_1012485_HI_04;;15/02/2025;;
5;20240331;1;POS_1012486_HI_01;;15/06/2045;;
5;20240331;1;POS_1012487_HI_01;;01/06/2041;;
5;20240331;1;POS_1012487_HI_02;;01/06/2041;;
5;20240331;1;POS_1012488_HI_01;;01/12/2046;;
5;20240331;1;POS_1012488_HI_02;;01/12/2046;;
5;20240331;1;POS_1012490_HI_01;;01/11/2025;;
5;20240331;1;POS_1012490_HI_02;;01/11/2025;;
5;20240331;1;POS_1012490_HI_03;;01/11/2025;;
5;20240331;1;POS_1012491_HI_01;;01/11/2032;;
5;20240331;1;POS_1012491_HI_02;;01/11/2032;;
5;20240331;1;POS_1012492_HI_01;;01/11/2037;;
5;20240331;1;POS_1012494_HI_01;;01/11/2042;;
5;20240331;1;POS_1012495_HI_01;;01/11/2034;;
5;20240331;1;POS_1012496_HI_01;;01/11/2027;;
5;20240331;1;POS_1012496_HI_02;;01/11/2027;;
5;20240331;1;POS_1012497_HI_01;;01/12/2025;;
5;20240331;1;POS_1012498_HI_01;;01/11/2024;;
5;20240331;1;POS_1012499_HI_01;;01/11/2042;;
5;20240331;1;POS_1012500_HI_01;;01/11/2052;;
5;20240331;1;POS_1012500_HI_02;;01/11/2052;;
5;20240331;1;POS_1012501_HI_01;;01/11/2052;;
5;20240331;1;POS_1012502_HI_01;;01/11/2047;;
5;20240331;1;POS_1012503_HI_01;;01/11/2032;;
5;20240331;1;POS_1012503_HI_02;;01/11/2032;;
5;20240331;1;POS_1012506_HI_01;;01/11/2047;;
5;20240331;1;POS_1012508_HI_01;;01/11/2027;;
5;20240331;1;POS_1012510_HI_01;;01/11/2032;;
5;20240331;1;POS_1012511_HI_01;;01/11/2027;;
5;20240331;1;POS_1012512_HI_01;;01/11/2047;;
5;20240331;1;POS_1012512_HI_02;;01/11/2047;;
5;20240331;1;POS_1012513_HI_01;;01/11/2042;;
5;20240331;1;POS_1012514_HI_01;;01/11/2032;;
5;20240331;1;POS_1012514_HI_02;;01/11/2032;;
5;20240331;1;POS_1012515_HI_01;;01/11/2032;;
5;20240331;1;POS_1012516_HI_01;;01/11/2032;;
5;20240331;1;POS_1012518_HI_01;;01/11/2052;;
5;20240331;1;POS_1012519_HI_01;;01/11/2032;;
5;20240331;1;POS_1012520_HI_01;;01/12/2025;;
5;20240331;1;POS_1012521_HI_01;;01/11/2047;;
5;20240331;1;POS_1012522_HI_01;;01/11/2047;;
5;20240331;1;POS_1012522_HI_02;;01/11/2047;;
5;20240331;1;POS_1012523_HI_01;;01/11/2047;;
5;20240331;1;POS_1012523_HI_02;;01/11/2047;;
5;20240331;1;POS_1012523_HI_03;;01/11/2047;;
5;20240331;1;POS_1012524_HI_01;;01/11/2024;;
5;20240331;1;POS_1012525_HI_01;;01/11/2032;;
5;20240331;1;POS_1012525_HI_02;;01/11/2032;;
5;20240331;1;POS_1012526_HI_01;;01/11/2052;;
5;20240331;1;POS_1012527_HI_01;;01/11/2052;;
5;20240331;1;POS_1012528_HI_01;;01/11/2025;;
5;20240331;1;POS_1012529_HI_01;;01/11/2034;;
5;20240331;1;POS_1012530_HI_01;;01/11/2037;;
5;20240331;1;POS_1012531_HI_01;;01/11/2032;;
5;20240331;1;POS_1012532_HI_01;;01/11/2032;;
5;20240331;1;POS_1012533_HI_01;;01/11/2047;;
5;20240331;1;POS_1012534_HI_01;;01/11/2052;;
5;20240331;1;POS_1012535_HI_01;;01/11/2037;;
5;20240331;1;POS_1012536_HI_01;;01/11/2032;;
5;20240331;1;POS_1012537_HI_01;;01/11/2037;;
5;20240331;1;POS_1012537_HI_02;;01/11/2037;;
5;20240331;1;POS_1012538_HI_01;;01/11/2032;;
5;20240331;1;POS_1012539_HI_01;;01/11/2037;;
5;20240331;1;POS_1012540_HI_01;;01/12/2032;;
5;20240331;1;POS_1012541_HI_01;;01/12/2037;;
5;20240331;1;POS_1012542_HI_01;;01/11/2044;;
5;20240331;1;POS_1012544_HI_01;;01/12/2032;;
5;20240331;1;POS_1012545_HI_01;;01/12/2032;;
